created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Oct 22 04:11:01 +0000 2023;1,71594E+18;APPI Sebut Kredit Kendaraan Listrik Masih Kecil, Kenapa Ya? https://t.co/MiMQkiTxvo;0;0;1;0;in;8,47373E+17;1,71594E+18;cnbcindonesia;https://twitter.com/cnbcindonesia/status/1715943816556171513
Sat Oct 21 08:50:41 +0000 2023;1,71565E+18;Lagi pula kita lagi pelan2 migrasi ke kendaraan listrik.  Kenapa?  Cadangan minyak bumi Indonesia udh mau abis. Klo abis gimana? Hrs impor. Mahal lagi biayanya. Trs lu orang msh minta subsidi. Uangnya dari mana? Ngutang protes. Subsidi ditarik protes. Lu orang maunya apa?;0;1;0;0;in;1,071E+18;1,71565E+18;unrestrictedvan;https://twitter.com/unrestrictedvan/status/1715651810067882481
Sat Oct 21 06:49:17 +0000 2023;1,71562E+18;ABeam Consulting Indonesia Terbitkan Laporan untuk Tingkatkan Penggunaan Kendaraan Listrik di Indonesia Sabtu, 21/10/2023, 09:40 WIB https://t.co/qRLJygNx18;0;0;0;0;in;305657272;1,71562E+18;ilhamiasnawi;https://twitter.com/ilhamiasnawi/status/1715621258434580882
Sat Oct 21 01:04:35 +0000 2023;1,71553E+18;Kendaraan Listrik Tetap Keluarkan Emisi, Kok Bisa? https://t.co/SuifLobqqv;0;1;0;5;in;17128975;1,71553E+18;CNNIndonesia;https://twitter.com/CNNIndonesia/status/1715534510425841764
Sat Oct 21 01:00:57 +0000 2023;1,71553E+18;Mendag @ZUL_Hasan mengajak para produsen kendaraan listrik Tiongkok untuk berproduksi di Indonesia.   #NegosiasiDagang #AyoDagang https://t.co/gJofoghRvW;0;2;1;2;in;121293218;1,71553E+18;Kemendag;https://twitter.com/Kemendag/status/1715533597162312073
Fri Oct 20 23:44:12 +0000 2023;1,71551E+18;Mendag Zulhas Rayu China untuk Produksi Kendaraan Listrik di Indonesia https://t.co/vI7zz9S25L;0;0;0;0;in;1,60767E+18;1,71551E+18;EditorialKaltim;https://twitter.com/EditorialKaltim/status/1715514284435009707
Fri Oct 20 15:48:16 +0000 2023;1,71539E+18;Pertemuan Indonesia dengan China (Chongqing) terkait industri kendaraan listrik menjadi peluang yang sangat baik bagi Indonesia dengan China untuk berinovasi dan meningkatkan ekonomi kedua negara. #bambangsuwarso #indonesiachina #EnergiTerbarukan  #indonesiaemas2045 https://t.co/KNDYbIIBit;0;0;0;0;in;1,64947E+18;1,71539E+18;BambangSwrso;https://twitter.com/BambangSwrso/status/1715394511244029981
Fri Oct 20 13:18:05 +0000 2023;1,71536E+18;Hasil Survei Kecemasan Warga Indonesia Soal Kendaraan Listrik https://t.co/kmxlPlCsej;0;0;0;3;in;17128975;1,71536E+18;CNNIndonesia;https://twitter.com/CNNIndonesia/status/1715356716668522521
Fri Oct 20 11:30:03 +0000 2023;1,71533E+18;Bidang investasi hilirisasi mencakup mineral, pertanian, kehutanan, migas, dan kendaraan listrik. https://t.co/1wjO6OXBKC;0;0;0;0;in;8,74558E+17;1,71533E+18;validnewsid;https://twitter.com/validnewsid/status/1715329529529692554
Fri Oct 20 11:18:19 +0000 2023;1,71533E+18;Sudah saatnya Indonesia punya mobil listrik, Menteri Perdagangan  Zulkifli Hasan menawarkan NIO untuk menjadi mobil listrik Indonesia yang diproduksi di dalam negeri   Ini untuk memastikan masyarakat bisa mendapatkan kendaraan listrik berkualitas dengan harga terjangkau https://t.co/jfB3iUmQjD;0;8;7;24;in;9,47632E+17;1,71533E+18;KangManto123;https://twitter.com/KangManto123/status/1715326573585539137
Fri Oct 20 11:06:34 +0000 2023;1,71532E+18;Menteri Perdagangan Zulkifli Hasan (Zulhas) mengajak para produsen kendaraan listrik Tiongkok berproduksi di Indonesia. #bisnisupdate #update #bisnis #text https://t.co/pdPzPZHzyO;0;0;1;0;in;7,59693E+17;1,71532E+18;kumparan;https://twitter.com/kumparan/status/1715323619528876403
Fri Oct 20 10:25:23 +0000 2023;1,71531E+18;Bamsoet Cerita Suka Duka EV : Indonesia Terlambat Adopsi Kendaraan Listrik https://t.co/GMqXa91T4I;0;0;0;0;in;165466696;1,71531E+18;indobc_id;https://twitter.com/indobc_id/status/1715313255974121618
Fri Oct 20 08:10:11 +0000 2023;1,71528E+18;AC Ventures Bidik Potensi Pengembangan Ekosistem Kendaraan Listrik Indonesia https://t.co/8IvFmQKFMg #TrenAsia;0;0;0;0;in;1,6757E+18;1,71528E+18;trenasiadotcom;https://twitter.com/trenasiadotcom/status/1715279229410267608
Fri Oct 20 07:45:34 +0000 2023;1,71527E+18;Yuk, simak perkembangan tren kendaraan listrik di Indonesia beserta keuntungan penggunaannya dengan swipe postingan ini!  #KementerianInvestasi #InvestasiTumbuhIndonesiaMaju;0;0;0;0;in;106035510;1,71527E+18;bkpm;https://twitter.com/bkpm/status/1715273034494529773
Fri Oct 20 07:45:33 +0000 2023;1,71527E+18;Dengan segala upaya ini, diharapkan Indonesia dapat berkontribusi dalam menurunkan emisi karbon seiring dengan terus didorongnya penggunaan kendaraan listrik di tengah masyarakat. https://t.co/HHNnnlIMHQ;0;1;0;0;in;106035510;1,71527E+18;bkpm;https://twitter.com/bkpm/status/1715273031088849194
Fri Oct 20 07:45:32 +0000 2023;1,71527E+18;Hai #Investeam!  Tren kendaraan listrik di Indonesia terus berkembang pesat dari tahun ke tahun. Presiden Jokowi juga menetapkan Perpres Nomor 55 Tahun 2019 tentang percepatan program kendaraan bermotor listrik berbasis baterai (battery electric vehicle) untuk transportasi darat. https://t.co/dTQd897lFY;0;1;0;0;in;106035510;1,71527E+18;bkpm;https://twitter.com/bkpm/status/1715273024809877953
Fri Oct 20 07:20:04 +0000 2023;1,71527E+18;Kendaraan Listrik Indonesia Makin Diminati, Ini Buktinya https://t.co/Nuyvfb2Flc;0;2;0;0;in;41730943;1,71527E+18;VIVAcoid;https://twitter.com/VIVAcoid/status/1715266618669105391
Fri Oct 20 04:10:35 +0000 2023;1,71522E+18;Mendag Zulkifli Hasan Ajak Produksi Kendaraan Listrik di Indonesia https://t.co/TTjrfejZev #TempoNasional;0;3;0;2;in;18129942;1,71522E+18;tempodotco;https://twitter.com/tempodotco/status/1715218931366146511
Fri Oct 20 02:43:33 +0000 2023;1,7152E+18;Kemenperin dorong pengembangan ekosistem kendaraan listrik di Indonesia. Ini upayanya. https://t.co/SlbTgpnYtw;0;0;0;0;in;23343960;1,7152E+18;kompascom;https://twitter.com/kompascom/status/1715197029251703013
Thu Oct 19 23:50:53 +0000 2023;1,71515E+18;Agenda yang diselenggarakan oleh Bank Indonesia bersama KBRI Beijing ini bertujuan untuk meningkatkan investasi China ke Indonesia sekaligus mengakselerasi kerja sama di berbagai bidang, seperti industri kendaraan listrik, energi terbarukan, hingga IKN. https://t.co/JR3M2I5LA0;0;1;0;0;in;1,45542E+18;1,71515E+18;ikn_id;https://twitter.com/ikn_id/status/1715153578967613496
Thu Oct 19 09:55:18 +0000 2023;1,71494E+18;Percepat Ekosistem Kendaraan Listrik, Indonesia Punya 2 Pabrik Baterai https://t.co/rwYwwBqC6h via @vibizmediacom https://t.co/mrE524XsIX;0;0;0;0;in;2994206743;1,71494E+18;vibizmediacom;https://twitter.com/vibizmediacom/status/1714943295254880496
Thu Oct 19 09:47:38 +0000 2023;1,71494E+18;Percepat Ekosistem Kendaraan Listrik, Indonesia Punya 2 Pabrik Baterai https://t.co/rwYwwBqC6h via @vibizmediacom https://t.co/JARhZHzvTD;0;0;0;0;in;2994206743;1,71494E+18;vibizmediacom;https://twitter.com/vibizmediacom/status/1714941368240632031
Thu Oct 19 06:29:24 +0000 2023;1,71489E+18;Dalam rangka memastikan keberlanjutan ekonomi, pemerintah Indonesia mengimplementasikan kebijakan yang mendorong penggunaan transportasi umum, serta mempromosikan pengembangan kendaraan listrik #arsjadrasjid #ekonomihijau #inklusifkolaboratif https://t.co/GMaFrjmoPW;0;0;0;0;in;1,64257E+18;1,71489E+18;Aninditanoviaaa;https://twitter.com/Aninditanoviaaa/status/1714891478764528053
Thu Oct 19 05:57:29 +0000 2023;1,71488E+18;Pemimpin chip kecerdasan buatan (AI), Nvidia berkolaborasi dengan Foxconn guna mengembangkan pabrik-pabrik AI untuk meningkatkan kendaraan listrik masa depan dan membuat kendaraan otonom (AV) lebih aman, kata CEO Nvidia Jensen Huang di Taipei, pada Rabu (18/10). https://t.co/6FznHzT52N;0;1;0;0;in;1,4528E+18;1,71488E+18;RadioTaiwan_IDN;https://twitter.com/RadioTaiwan_IDN/status/1714883447343534450
Thu Oct 19 05:30:01 +0000 2023;1,71488E+18;Pameran sepeda motor terbesar di Indonesia hadir di ICE - BSD City, Kab. Tangerang.  Tanggal 25 - 29 Oktober 2023, Indonesia Motorcycle Show (IMOS) akan hadir dengan deretan merek sepeda motor, motor listrik serta sparepart dan aksesoris kendaraan roda dua.  Tidak hanya melihat… https://t.co/QRuL54ZJUO;0;0;0;0;in;46693036;1,71488E+18;inilahdotcom;https://twitter.com/inilahdotcom/status/1714876536246141029
Thu Oct 19 05:29:03 +0000 2023;1,71488E+18;Mendag ajak produsen kendaraan listrik China untuk berproduksi di Indonesia. #bisnisupdate #update #bisnis #text https://t.co/2ZQBWvBiHP;0;1;0;1;in;7,59693E+17;1,71488E+18;kumparan;https://twitter.com/kumparan/status/1714876293572145493
Thu Oct 19 05:09:32 +0000 2023;1,71487E+18;Pertemuan Indonesia-China upayakan peningkatan kerja sama di sektor investasi kendaraan listrik dan otomotif, pabrik suku cadang, kilang petrokimia, produksi baja, hingga pengembangan Halal Center. https://t.co/TpfjeTyL20;0;0;0;0;in;8,74558E+17;1,71487E+18;validnewsid;https://twitter.com/validnewsid/status/1714871379236151671
Thu Oct 19 04:07:34 +0000 2023;1,71486E+18;Semakin banyak industri kendaraan listrik di Indonesia akan semakin baik.. Karena kendaraan listrik perlahan akan menggantikan kendaraan berbahan bakar fosil  Mendag Zulhas Bujuk Produsen China Produksi Kendaraan Listrik di RI  Menteri Perdagangan @ZUL_Hasan atau Zulhas membujuk… https://t.co/Ya3Htmru9O;4;3;12;37;in;435004096;1,71486E+18;Aryprasetyo85;https://twitter.com/Aryprasetyo85/status/1714855787875721481
Thu Oct 19 03:29:06 +0000 2023;1,71485E+18;Presiden China Xi Jinping ingin perluas kerja sama dengan Indonesia, mulai dari ekonomi digital, kendaraan listrik, hingga impor produk pertanian. #bisnisupdate #update #bisnis #text https://t.co/mwRmASc5Nf;0;0;0;0;in;7,59693E+17;1,71485E+18;kumparan;https://twitter.com/kumparan/status/1714846103441699289
Thu Oct 19 00:59:23 +0000 2023;1,71481E+18;Indonesia Tawarkan Kemudahan Investasi kepada 2 Produsen Kendaraan Listrik China   https://t.co/EX4IC46jgd;0;0;0;0;in;124171593;1,71481E+18;tribunnews;https://twitter.com/tribunnews/status/1714808428336746565
Wed Oct 18 23:54:06 +0000 2023;1,71479E+18;Pak @ganjarpranowo dan pak @mohmahfudmd berani kah bapak berdua membuat trobosan baru, utk industri dlm negeri. Cina memboikot iphone menaikkan huawei, bagaimana indonesia. Bangun motor listrik batasi kendaraan lain.;0;0;0;0;in;1,3452E+18;1,71479E+18;bambang12779;https://twitter.com/bambang12779/status/1714791997608001822
Wed Oct 18 23:30:00 +0000 2023;1,71479E+18;Mendag ajak produsen kendaraan listrik China berproduksi di Indonesia  https://t.co/fEFuBtMl7K;0;0;0;0;in;1,00605E+18;1,71479E+18;elshinta_tegal;https://twitter.com/elshinta_tegal/status/1714785932753375501
Wed Oct 18 14:42:14 +0000 2023;1,71465E+18;Pengadopsian Kendaraan Listrik di Indonesia Dinilai Masih Lambat Ketimbang Pasar Global #kendaraanlistrik https://t.co/5qAoHB9G9X;0;0;0;0;in;79130206;1,71465E+18;jpnncom;https://twitter.com/jpnncom/status/1714653118527574414
Wed Oct 18 13:18:01 +0000 2023;1,71463E+18;Mendag Ajak China Produksi Kendaraan Listrik di Indonesia https://t.co/kjLAFoXKmk;0;0;0;1;in;9,03229E+17;1,71463E+18;eradotid;https://twitter.com/eradotid/status/1714631922612162923
Wed Oct 18 12:13:06 +0000 2023;1,71462E+18;Toyota Motor Manufacturing Indonesia (TMMIN) mengaku serius dalam upaya mengembangkan ekosistem kendaraan listrik berbasis baterai di Indonesia (KLBB) https://t.co/Qfas8U9FeC;0;0;0;0;in;23343960;1,71462E+18;kompascom;https://twitter.com/kompascom/status/1714615588390306133
Wed Oct 18 10:14:35 +0000 2023;1,71459E+18;Taipan di Balik Kendaraan Listrik Dunia dan di Indonesia https://t.co/zrstbyeMnh;0;0;0;1;in;118646322;1,71459E+18;Bisniscom;https://twitter.com/Bisniscom/status/1714585761956430024
Wed Oct 18 09:54:12 +0000 2023;1,71458E+18;Mendag ajak China produksi kendaraan listrik di Indonesia https://t.co/21WCjjBpvH;0;0;0;0;in;1,20388E+18;1,71458E+18;antarabiz;https://twitter.com/antarabiz/status/1714580631584383234
Wed Oct 18 08:15:14 +0000 2023;1,71456E+18;Toyota mengklaim jika ekosistem mobil listrik dan kendaraan listrik akan membantu proses transisi, menuju Indonesia bebas emisi https://t.co/IviZGqPGFg;0;0;0;2;in;23343960;1,71456E+18;kompascom;https://twitter.com/kompascom/status/1714555725991772328
Wed Oct 18 06:32:05 +0000 2023;1,71453E+18;PwC: Makin Banyak Orang Indonesia Minat Beli Kendaraan Listrik https://t.co/oz1i7bACdx https://t.co/jBrJcBowd6;0;0;0;1;in;1,40535E+18;1,71453E+18;DataindonesiaId;https://twitter.com/DataindonesiaId/status/1714529765661745544
Tue Oct 17 23:12:56 +0000 2023;1,71442E+18;Dengan keadaan ekonomi Indonesia yang sangat baik ini, menjadi peluang para investor untuk datang ke Indonesia.  Indonesia membuka peluang kerja sama ekonomi dengan banyak mitra strategis. Potensi investasi hilirisasi SDA nikel untuk baterai kendaraan listrik dan minyak sawit;0;0;2;3;in;2907040202;1,71442E+18;Anggita_lung;https://twitter.com/Anggita_lung/status/1714419250775965961
Tue Oct 17 13:17:05 +0000 2023;1,71427E+18;Jika dibandingkan dengan pasar global, geliat industri kendaraan listrik Indonesia ternyata tumbuh lebih lambat. Ada sejumlah hal yang jadi penyebabnya. https://t.co/N7povlAqEr;0;1;0;0;in;135795460;1,71427E+18;detikfinance;https://twitter.com/detikfinance/status/1714269299232436232
Tue Oct 17 13:05:05 +0000 2023;1,71427E+18;Ini Hal yang Dikhawatirkan Konsumen Indonesia jika Punya Kendaraan Listrik https://t.co/vIbxxNOvrP;0;0;0;0;in;1,31633E+18;1,71427E+18;databoksid;https://twitter.com/databoksid/status/1714266280784699610
Tue Oct 17 11:33:04 +0000 2023;1,71424E+18;Mau listrik murah tapi ga mau pake pltu.  Mau bahan bakar murah tapi disuruh convert kendaraan listrik tereak2.  Emang paling brner indonesia balik aja ke neolitikum;0;0;0;2;in;79547046;1,71424E+18;rizalefriansyah;https://twitter.com/rizalefriansyah/status/1714243123818500437
Tue Oct 17 08:00:01 +0000 2023;1,71419E+18;FTUI Pamerkan Inovasi Kendaraan Listrik di LPDP Festival 2023  Baca selengkapnya di sini https://t.co/kvJWhtmdBt  #UIupdate #UniversitasIndonesia https://t.co/g4WqJ9H6mS;1;0;0;3;in;74646907;1,71419E+18;univ_indonesia;https://twitter.com/univ_indonesia/status/1714189506549846253
Tue Oct 17 04:46:43 +0000 2023;1,71414E+18;Indonesia juga tengah fokus membangun ekosistem kendaraan listrik terintegrasi untuk menjadi bagian penting dari rantai pasok dunia. Presiden Jokowi juga menjelaskan bahwa potensi energi terbarukan di Indonesia sangat besar hingga mencapai 3.600 gigawatt.;0;0;0;0;in;3043246526;1,71414E+18;XinwenMetroTV;https://twitter.com/XinwenMetroTV/status/1714140864170373505
Tue Oct 17 02:46:22 +0000 2023;1,71411E+18;Sama seperti smartphone, kecepatan pengisian kendaraan listrik di SPKLU bisa cepat ataupun lambat. Semua tergantung pada daya keluaran SPKLU.  Apa saja ya kira-kira jenis SPKLU di Indonesia berdasarkan kecepatan pengecasannya?  #pln #pln_disjaya #jenisSPKLU https://t.co/7Yn5PlkZ01;0;0;0;0;in;1,63338E+18;1,71411E+18;josephkenedy999;https://twitter.com/josephkenedy999/status/1714110575834538363
Mon Oct 16 16:23:52 +0000 2023;1,71395E+18;Wuling Motors (Wuling) menyajikan kendaraan listrik Air EV di Indonesia, tidak hanya menjanjikan kemudahan dalam urusan pengisian baterai, Wuling juga senantiasa menjanjikan biaya perawatan yang sangat terjangkau.https://t.co/hLvKTFqGZI;0;0;0;0;in;423220305;1,71395E+18;ANTARABengkulu;https://twitter.com/ANTARABengkulu/status/1713953918458462548
Mon Oct 16 11:38:33 +0000 2023;1,71388E+18;BMKG berharap masyarakat mau beralih menggunakan transportasi publik yang ramah lingkungan serta mulai mau menggunakan kendaraan listrik dan memanfaatkan energi surya dalam kehidupan sehari-hari https://t.co/WvQ8BDOrQW;0;0;0;0;in;8,74558E+17;1,71388E+18;validnewsid;https://twitter.com/validnewsid/status/1713882115975393649
Mon Oct 16 11:29:33 +0000 2023;1,71388E+18;Kendaraan berbasis listrik makin populer seiring dengan bertambahnya populasi penggunaan kendaraan listrik, mulai dari mobil, motor, bus listrik, hingga moda transportasi lain.  Pemerintah mencatat populasi kendaraan motor dan mobil berbasis setrum masing-masing naik lima - empat… https://t.co/9BQvReTpAk;0;0;0;0;in;17128975;1,71388E+18;CNNIndonesia;https://twitter.com/CNNIndonesia/status/1713879849335718384
Mon Oct 16 07:13:36 +0000 2023;1,71382E+18;Pemerintah jalin kolaborasi bareng Korea Selatan kembangkan industri dan ekosistem kendaraan listrik di Indonesia. https://t.co/nVXOo1c4Oi;0;0;0;2;in;7,59693E+17;1,71382E+18;kumparan;https://twitter.com/kumparan/status/1713815441184018513
Mon Oct 16 03:59:56 +0000 2023;1,71377E+18;Indonesia semakin menarik para produsen kendaraan listrik global untuk berinvestasi di tanah air.  KSP @Dr_Moeldoko #MoeldokoPenjagaNKRI https://t.co/u4hWO8ex61;0;0;10;12;in;1,35353E+18;1,71377E+18;Kastam67;https://twitter.com/Kastam67/status/1713766700498460789
Mon Oct 16 00:29:18 +0000 2023;1,71371E+18;📢 Segera terwujud ‼️Ekspansi kendaraan Listrik Vinfast ke pasar otomotif Indonesia.  Pak @Dr_Moeldoko menjelaskan kpd Vinfast yg bertandang ke @KSPgoid mengenai regulasi industri otomotif yg berlaku di Indonesia setelah mereka bertemu Menteri Perdagangan.  #MoeldokoPenjagaNKRI https://t.co/yLQV9OPS8S;0;0;11;16;in;1,22023E+18;1,71371E+18;TJHoois;https://twitter.com/TJHoois/status/1713713693333368910
Sat Oct 14 12:06:00 +0000 2023;1,71316E+18;#TiangListrikRoboh #PohonTumbang #Woyla #AcehBarat  Dikatakan Kapolsek, dampak tumbangnya tiang listrik mengakibatkan jalan Kuala Bhee-Meulaboh tidak bisa dilewati oleh pengguna kendaraan roda empat.  https://t.co/WbJx3tbqqu;0;0;0;0;in;1,56533E+18;1,71316E+18;onlineserambi;https://twitter.com/onlineserambi/status/1713164248074056133
Sat Oct 14 07:19:04 +0000 2023;1,71309E+18;Lebih bersih Mobil Listrik, atau Mobil Konvensional sih?  Tok! Kementerian Perindustrian Indonesia resmi menyebut emisi karbon dari mobil listrik ternyata lebih tinggi ketimbang kendaraan Hybrid ataupun konvensional. Kenapa? Sumber listrik mobil listrik masih dari energi fosil. https://t.co/NDCj8bNHls;44;16;115;310;in;1,63267E+18;1,71309E+18;TMIHARINI;https://twitter.com/TMIHARINI/status/1713092040618373289
Fri Oct 13 15:15:42 +0000 2023;1,71285E+18;Wowww keren abis nich Indonesia yg mulai tampil beda karena para investor kendaraan Listrik tujuannya bekerjasama  KSP @Dr_Moeldoko  #MoeldokoPenjagaNKRI https://t.co/o5ZvyF6V9R;0;0;3;5;in;1,27162E+18;1,71285E+18;PuspaXelfi;https://twitter.com/PuspaXelfi/status/1712849598912639306
Fri Oct 13 08:24:58 +0000 2023;1,71275E+18;Yang akan dialami jika tinggal di Indonesia :   1. Banyak oknum dari perusaan listrik satu satunya di negeri ini, bertingkah kaya gini  2. Kementrian komunikasi suka ngeblok2 3. Banyak oknum di instansi pemerintah  4. Polusi udara 5. Jumlah kendaraan yang tidak terkontrol;0;1;0;0;in;7,01747E+17;1,71275E+18;kuliserper;https://twitter.com/kuliserper/status/1712746236451889421
Fri Oct 13 05:38:14 +0000 2023;1,7127E+18;--- VinFast Global secara serius menyampaikan ketertarikannya terhadap pasar kendaraan listrik di Indonesia  @Dr_Moeldoko #MoeldokoPenjagaNKRI https://t.co/pkfCsqNdRv;0;0;15;16;in;54419485;1,7127E+18;Nenk__D;https://twitter.com/Nenk__D/status/1712704273811898800
Fri Oct 13 01:28:40 +0000 2023;1,71264E+18;Pasar kendaraan listrik di Indonesia, semakin menarik bagi produsen luar negeri. Salah satunya, adalah VinFast yang tengah berencana untuk menggelontorkan investasi di Indonesia.  @Dr_Moeldoko  #MoeldokoPenjagaNKRI https://t.co/xeLzABkVQo;0;0;15;16;in;1,26123E+18;1,71264E+18;vini_vidi_veci;https://twitter.com/vini_vidi_veci/status/1712641470312989047
Thu Oct 12 12:29:53 +0000 2023;1,71245E+18;KSP @Dr_Moeldoko Menerima kunjungan perwakilan Pemerintah kota Chongqing China di Jakarta,membahas kerja sama Pengembangan kendaraan listrik dan digitalisasi yg menjadi fokus utama pembangunan Indonesia saat ini.  #MoeldokoPenjagaNKRI https://t.co/r9XZPjg7mS;0;0;6;9;in;1435499378;1,71245E+18;chi_mhol;https://twitter.com/chi_mhol/status/1712445482306543750
Thu Oct 12 12:05:31 +0000 2023;1,71244E+18;Bahas kerja sama dengan pemerintah Kota Chongqing China, KSP Moeldoko menyambut baik kerja sama pengembangan kendaraan listrik dan digitalisasi yang menjadi fokus utama pembangunan di Indonesia saat ini.  Cc. @Dr_Moeldoko   #MoeldokoPenjagaNKRI https://t.co/sHrKz7clyM;0;0;8;9;in;1,29121E+18;1,71244E+18;shae_ll;https://twitter.com/shae_ll/status/1712439351391777035
Thu Oct 12 11:18:21 +0000 2023;1,71243E+18;KSP @Dr_Moeldoko menyambut baik penawaran kerja sama di bidang kendaraan listrik dan agrikultur dgn Pemerintah Kota Chongqing, China  Kendaraan listrik menjadi isu yg berkembang di Indonesia. Hal ini sejalan dgn pengembangan teknologi di Kota Chongqing #MoeldokoPenjagaNKRI https://t.co/zX5JlNOrlF;1;0;14;17;in;1,40859E+18;1,71243E+18;kakak_ica;https://twitter.com/kakak_ica/status/1712427481209401612
Thu Oct 12 07:22:11 +0000 2023;1,71237E+18;KSP Menerima kunjungan perwakilan Pemerintah kota Chongqing China di Jakarta,membahas kerja sama Pengembangan kendaraan listrik dan digitalisasi yg menjadi fokus utama pembangunan Indonesia saat ini. @Dr_Moeldoko  #MoeldokoPenjagaNKRI https://t.co/LDrERMm0KB;0;1;13;13;in;1,36673E+18;1,71237E+18;berli_flo;https://twitter.com/berli_flo/status/1712368046218883434
Thu Oct 12 07:02:58 +0000 2023;1,71236E+18;PLN Gandeng Pos Indonesia untuk Dukung Ekosistem Kendaraan Listrik https://t.co/YWRbKDtuOC via @Businessupdate.id;0;0;1;0;in;1,61018E+18;1,71236E+18;BusinesupdateID;https://twitter.com/BusinesupdateID/status/1712363212409295295
Thu Oct 12 03:56:42 +0000 2023;1,71232E+18;Menerima kunjungan perwakilan Pemerintah kota Chongqing China di Jakarta, dengan pembahasan kerja sama Pengembangan kendaraan listrik dan digitalisasi yg memang merupakan fokus utama pembangunan Indonesia saat ini. @Dr_Moeldoko  #MoeldokoPenjagaNKRI https://t.co/snhNkN1z08;0;0;14;14;in;224590687;1,71232E+18;TA_K3N;https://twitter.com/TA_K3N/status/1712316335819284557
Thu Oct 12 02:57:40 +0000 2023;1,7123E+18;Bapak @Dr_Moeldoko menyambut baik kerjasama pengembangan kendaraan listrik dan digitalisasi yang menjadi fokus utama penggunaan di Indonesia saat ini. #MoeldokoPenjagaNKRI;0;1;2;2;in;1,40258E+18;1,7123E+18;PGekyun;https://twitter.com/PGekyun/status/1712301480496263293
Thu Oct 12 02:51:04 +0000 2023;1,7123E+18;KSP @Dr_Moeldoko tetap terbuka buat investor kembangkan  perusahaan kendaraan listrik   di Indonesia  namun þp priprotaskan produksi dalam negeri  #MoeldokoPenjagaNKRI https://t.co/o3AaQ1vqIf;0;0;3;4;in;1,27162E+18;1,7123E+18;PuspaXelfi;https://twitter.com/PuspaXelfi/status/1712299818327200022
Thu Oct 12 02:36:58 +0000 2023;1,7123E+18;@Yogi21OFFICIAL @PartaiSocmed @prabowo @susipudjiastuti guys... prabowo kalo bikin PLTN, indonesia juaraa... listrik murah dan keinginan jokowi untuk memakai kendaraan listrik jadi masuk akal.;0;0;0;0;in;87153442;1,71195E+18;sigitnugrahaa90;https://twitter.com/sigitnugrahaa90/status/1712296272626143639
Thu Oct 12 01:38:02 +0000 2023;1,71228E+18;KSP @Dr_Moeldoko menyambut baik kerja sama pengembangan kendaraan listrik dan digitalisasi dengan pemerintah kota Chongqing, China.   Hal ini sejalan dengan fokus pembangunan SDM di Indonesia, melalui kerja sama ini akan ada transfer teknologi.  #MoeldokoPenjagaNKRI https://t.co/60F0zhDLPr;0;1;17;18;in;1461172128;1,71228E+18;silverQ28;https://twitter.com/silverQ28/status/1712281437909680434
Thu Oct 12 01:24:44 +0000 2023;1,71228E+18;Parlemen AS tolak baterai kendaraan listrik buatan Indonesia? Cek faktanya melalui tautan berikut: https://t.co/m6miH9nyTQ  #Jalahoaks #SuksesJakartauntukIndonesia #KendaraanListrik;0;0;0;1;in;1,24049E+18;1,71228E+18;jalahoaks;https://twitter.com/jalahoaks/status/1712278093044568495
Thu Oct 12 01:24:11 +0000 2023;1,71228E+18;Sinergi BUMN, PLN-Pos Indonesia Integrasikan Rantai Pasok Logistik dan Akselerasi Kendaraan Listrik https://t.co/h4tRkLATeA;0;0;0;0;in;8,29967E+17;1,71228E+18;GusmanedySibag2;https://twitter.com/GusmanedySibag2/status/1712277955270058355
Thu Oct 12 00:18:15 +0000 2023;1,71226E+18;Dalam pertemuan ini KSP Moeldoko menyambut baik kerja sama pengembangan ekosistem kendaraan listrik dan digitalisasi yang menjadi fokus utama pembangunan di Indonesia saat ini.  @Dr_Moeldoko  #MoeldokoPenjagaNKRI https://t.co/yqim7LFMxD;0;0;21;22;in;1,26123E+18;1,71226E+18;vini_vidi_veci;https://twitter.com/vini_vidi_veci/status/1712261360455999905
Thu Oct 12 00:08:00 +0000 2023;1,71226E+18;Kendaraan listrik, baik itu mobil maupun motor menjadi isu yang berkembang di Indonesia. Hal ini menurut KSP Moeldoko sejalan dengan pengembangan teknologi yang telah dilakukan di Kota Chongqing.  @Dr_Moeldoko  #MoeldokoPenjagaNKRI https://t.co/upp9sCRRAG;0;1;20;23;in;1,26123E+18;1,71226E+18;vini_vidi_veci;https://twitter.com/vini_vidi_veci/status/1712258783513309652
Thu Oct 12 00:05:35 +0000 2023;1,71226E+18;Kendaraan listrik, baik itu mobil maupun motor listrik menjadi isu yg berkembang di Indonesia. Menurut KSP @Dr_Moeldoko sejalan dgn pengembangan teknologi yg telah dilakukan di Kota Chongqing. Investor lebih diutamakan dlm mendirikan pabrik di Indonesia #MoeldokoPenjagaNKRI https://t.co/RdaVbVmG0e;0;1;9;10;in;1,53919E+18;1,71226E+18;YuliSugiyanto06;https://twitter.com/YuliSugiyanto06/status/1712258172197724651
